idviagem;taxa;datapartida;datachegada;cidade_origem;pais_origem;cidade_destino;pais_destino;nomecondutor;idadecondutor;certificacao;nomebarco;tipobarco;capacidadeteu;sexo;numerocontentares;peso
459;14034,94;11/05/2025;22/05/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Cláudia Alves;45;STCW A-II/1;MT Gaivota 719;ro-ro;2455;m;1105;14365
460;37130,5;20/09/2025;24/09/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;João Sousa;58;CoC Class 2;MT Sagres 429;container;5219;h;4599;50589
461;20329,34;14/08/2024;23/08/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Hugo Pereira;53;STCW A-II/1;SS Argonauta 797;graneleiro;0;h;8;88
462;47854,89;25/02/2025;07/03/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Diogo Marques;45;CoC Class 1;MV Gaivota 933;cargueiro;0;h;9;135
463;16454,94;16/09/2025;25/09/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Raquel Martins;41;STCW A-II/1;MV Lusitania 856;container;3691;m;2443;39088
464;42202,71;08/05/2024;10/05/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Beatriz Ferreira;53;Yachtmaster;MV Tejo 660;container;9812;m;6829;88777
465;44860,77;19/08/2024;30/08/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Mariana Jesus;58;CoC Class 2;MV Caravela 896;container;17659;m;15417;169587
466;4265,95;18/07/2024;04/08/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Joana Fernandes;39;CoC Class 2;MV Poseidon 10;container;8580;m;6939;97146
467;49425,49;21/06/2024;10/07/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Bruno Gonçalves;29;CoC Class 2;MT Atlântida 382;ro-ro;5635;h;2913;43695
468;3041,97;27/03/2024;01/04/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Tiago Alves;32;CoC Class 2;MT Atlântico 707;graneleiro;0;h;5;55
469;40304,4;19/05/2025;30/05/2025;Génova;Itália;FigueiraDaFoz;Portugal;Carolina Pereira;25;STCW A-II/2;SS Lusitania 427;container;8288;m;5234;88978
470;37137,91;27/04/2025;14/05/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Bárbara Lopes;29;STCW A-II/2;NS Guadiana 627;ro-ro;247;m;121;2057
471;48566,75;31/12/2024;04/01/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Filipe Nunes;35;STCW A-II/1;NS Poseidon 65;graneleiro;0;h;5;70
472;9531,36;29/07/2024;05/08/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Ana Ribeiro;52;Pilotage;SS Mondego 532;ro-ro;662;m;515;8755
473;41696,19;17/09/2024;22/09/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Paulo Martins;54;CoC Class 2;NS Sagres 860;petroleiro;0;h;5;100
474;5048,27;03/06/2025;13/06/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;João Costa;62;Yachtmaster;NS Caravela 77;graneleiro;0;h;5;60
475;19715,04;02/01/2025;19/01/2025;Génova;Itália;FigueiraDaFoz;Portugal;Sara Fernandes;55;CoC Class 1;SS Atlântico 413;container;2876;m;974;15584
476;38957,06;14/07/2025;18/07/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Manuel Lopes;28;Yachtmaster;MV Gaivota 458;graneleiro;0;h;8;120
477;40137;17/06/2024;05/07/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Filipe Silva;34;STCW A-II/1;NS Poseidon 571;graneleiro;0;h;6;84
478;30492,2;13/10/2025;21/10/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Rui Teixeira;26;Yachtmaster;SS Íris 974;petroleiro;0;h;5;60
479;31208,49;08/06/2024;24/06/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Maria Martins;56;CoC Class 2;NS Guadiana 734;petroleiro;0;m;3;51
480;17575,11;13/08/2024;24/08/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Tiago Martins;34;STCW A-II/1;MT Minho 561;petroleiro;0;h;3;48
481;19423,65;05/02/2025;14/02/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Inês Santos;49;STCW A-II/2;SS Neptuno 110;graneleiro;0;m;7;140
482;14415,77;03/05/2024;21/05/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Carlos Pereira;46;CoC Class 2;NS Argonauta 734;cargueiro;0;h;7;77
483;33901,29;20/06/2024;09/07/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Paulo Santos;45;Pilotage;MV Íris 469;ro-ro;4166;h;1838;33084
484;27656,81;09/08/2024;16/08/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Filipe Silva;36;Yachtmaster;NS Gaivota 947;container;18140;h;13938;167256
485;48941,47;28/05/2024;10/06/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Artur Costa;45;Pilotage;MV Atlântico 674;cargueiro;0;h;9;99
486;33151,93;28/10/2024;05/11/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Helena Alves;31;CoC Class 2;SS Tejo 408;ro-ro;4858;m;4323;86460
487;46932,02;21/07/2024;01/08/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Cláudia Oliveira;49;STCW A-II/2;MT Mondego 729;graneleiro;0;m;4;40
488;34579,6;10/04/2025;12/04/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Carlos Rodrigues;53;Yachtmaster;MT Sagres 728;petroleiro;0;h;6;72
489;24931,31;11/03/2025;29/03/2025;Le Havre;França;FigueiraDaFoz;Portugal;Inês Gonçalves;55;Yachtmaster;NS Minho 899;graneleiro;0;m;5;75
490;21257,41;10/02/2025;22/02/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Gonçalo Pereira;37;STCW A-II/1;SS Poseidon 687;graneleiro;0;h;3;48
491;15579,87;24/02/2025;25/02/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Luís Costa;27;CoC Class 1;SS Poseidon 708;petroleiro;0;h;8;88
492;38294,96;19/01/2024;26/01/2024;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Henrique Santos;49;CoC Class 1;MV Açor 761;graneleiro;0;h;9;135
493;40775,86;20/04/2024;28/04/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Sara Ribeiro;40;Pilotage;MV Atlântico 397;petroleiro;0;m;6;120
494;14617,2;17/09/2024;20/09/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Daniela Santos;25;STCW A-II/1;SS Íris 850;petroleiro;0;m;5;80
495;16235,52;27/04/2025;07/05/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Bárbara Carvalho;58;Pilotage;SS Argonauta 302;ro-ro;3662;m;3055;42770
496;34706,32;08/02/2025;22/02/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Rui Costa;51;STCW A-II/2;MV Atlântico 42;ro-ro;1022;h;658;8554
497;28157,1;21/04/2024;04/05/2024;Algeciras;Espanha;FigueiraDaFoz;Portugal;Daniela Jesus;33;STCW A-II/2;MT Nereida 339;cargueiro;0;m;6;102
498;2730,26;20/08/2025;30/08/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Miguel Oliveira;50;CoC Class 1;MV Minho 503;ro-ro;413;h;288;5184
499;37727,73;27/07/2024;10/08/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Sofia Fernandes;38;Yachtmaster;SS Atlântida 806;cargueiro;0;m;4;60
500;38056,97;12/03/2025;01/04/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Paulo Carvalho;35;Yachtmaster;MV Guadiana 227;graneleiro;0;h;8;96
501;7110,99;10/03/2024;29/03/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Raquel Gonçalves;61;CoC Class 1;NS Nereida 118;cargueiro;0;m;7;133
502;39239,59;14/09/2025;18/09/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Sara Teixeira;44;Yachtmaster;MV Mondego 391;cargueiro;0;m;9;126
503;21218,47;14/08/2024;19/08/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Patrícia Carvalho;62;Pilotage;MV Guadiana 527;petroleiro;0;m;5;60
504;9177,37;08/02/2025;18/02/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Gabriela Santos;62;CoC Class 1;MT Atlântida 971;cargueiro;0;m;4;60
505;24567,67;06/07/2024;19/07/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Henrique Carvalho;44;STCW A-II/1;SS Argonauta 886;container;11322;h;5160;92880
506;6102,73;09/06/2025;12/06/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Carlos Carvalho;48;Pilotage;MV Sagres 25;graneleiro;0;h;9;171
507;30570,9;24/02/2024;15/03/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Maria Ferreira;28;STCW A-II/1;SS Tejo 572;container;4459;m;3799;37990
508;14221,22;10/06/2024;28/06/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Luís Marques;43;CoC Class 2;NS Neptuno 324;graneleiro;0;h;6;72
509;35075,37;29/02/2024;19/03/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Inês Carvalho;43;STCW A-II/1;MV Poseidon 718;ro-ro;4601;m;3658;69502
510;41431,4;16/03/2024;22/03/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Helena Pereira;55;CoC Class 1;MV Minho 784;petroleiro;0;m;6;102
511;6996,46;19/01/2024;04/02/2024;Sines;Portugal;FigueiraDaFoz;Portugal;Rita Silva;60;CoC Class 2;SS Sagres 765;cargueiro;0;m;6;96
512;19199,68;22/04/2024;23/04/2024;Santos;Brasil;FigueiraDaFoz;Portugal;Beatriz Sousa;42;Pilotage;MV Sagres 127;petroleiro;0;m;5;60
513;15672,73;22/04/2024;07/05/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Artur Teixeira;35;CoC Class 2;MV Minho 216;ro-ro;1119;h;821;14778
514;32172,69;09/06/2024;26/06/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Paulo Ribeiro;30;STCW A-II/2;SS Açor 632;cargueiro;0;h;9;162
515;42150,31;16/02/2024;02/03/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Tiago Costa;30;Pilotage;MV Íris 661;ro-ro;5778;h;3087;46305
516;29800,7;15/03/2024;22/03/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Hugo Ferreira;33;CoC Class 1;SS Gaivota 975;container;13389;h;7370;81070
517;17391,05;19/05/2025;08/06/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Beatriz Martins;34;STCW A-II/1;MV Argonauta 326;petroleiro;0;m;9;90
518;41753,16;10/09/2025;27/09/2025;Génova;Itália;FigueiraDaFoz;Portugal;Raquel Teixeira;54;Pilotage;SS Guadiana 828;petroleiro;0;m;6;120
519;22053,18;16/07/2025;04/08/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Carolina Silva;59;CoC Class 1;SS Neptuno 284;cargueiro;0;m;3;51
520;40329,52;03/08/2025;08/08/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Bruno Nunes;44;CoC Class 2;MT Minho 499;graneleiro;0;h;3;51
521;7540,52;14/03/2024;19/03/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;André Teixeira;60;STCW A-II/1;SS Argonauta 270;petroleiro;0;h;6;84
522;36745,9;16/09/2024;23/09/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;João Ribeiro;59;Pilotage;NS Argonauta 929;container;3339;h;1948;19480
523;46208,53;30/06/2024;14/07/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Daniela Carvalho;55;CoC Class 2;MT Atlântico 229;cargueiro;0;m;8;80
524;13823,58;01/07/2025;13/07/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Beatriz Lopes;54;Yachtmaster;MV Atlântico 373;ro-ro;1465;m;1254;22572
525;14325,54;11/06/2024;25/06/2024;Antalya;Turquia;FigueiraDaFoz;Portugal;Ricardo Teixeira;34;Pilotage;SS Íris 164;cargueiro;0;h;5;65
526;39058,82;30/06/2024;10/07/2024;Le Havre;França;FigueiraDaFoz;Portugal;Filipe Gonçalves;49;STCW A-II/1;NS Açor 65;cargueiro;0;h;7;84
527;2647,07;09/07/2025;18/07/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Sara Santos;60;Pilotage;MT Atlântico 481;cargueiro;0;m;7;98
528;21143,68;18/08/2025;05/09/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Miguel Fernandes;45;STCW A-II/1;MT Tejo 593;ro-ro;789;h;425;4675
529;33525,69;02/06/2025;08/06/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Nuno Alves;39;CoC Class 1;MV Tejo 386;ro-ro;771;h;731;12427
530;20278,94;27/05/2024;11/06/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Joana Gonçalves;31;CoC Class 2;MV Sagres 451;graneleiro;0;m;5;85
531;49083,56;06/05/2025;20/05/2025;Le Havre;França;FigueiraDaFoz;Portugal;Rui Ribeiro;61;Pilotage;SS Sagres 192;petroleiro;0;h;9;90
532;36532,63;22/03/2024;27/03/2024;Le Havre;França;FigueiraDaFoz;Portugal;Catarina Pereira;27;Pilotage;NS Mondego 738;cargueiro;0;m;3;60
533;30817,84;31/10/2024;19/11/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Gabriela Nunes;49;STCW A-II/2;SS Neptuno 23;ro-ro;5048;m;1687;32053
534;8411,09;20/03/2025;29/03/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Pedro Pinto;57;Yachtmaster;SS Poseidon 913;cargueiro;0;h;9;144
535;28499,92;04/05/2025;11/05/2025;Cork;Irlanda;FigueiraDaFoz;Portugal;Miguel Costa;46;CoC Class 1;NS Nereida 900;cargueiro;0;h;5;75
536;36417,9;15/08/2025;17/08/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Carlos Lopes;52;Yachtmaster;NS Caravela 225;graneleiro;0;h;9;171
537;5004,54;26/02/2025;15/03/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Artur Costa;41;Yachtmaster;MT Caravela 742;ro-ro;1733;h;802;12832
538;22002,9;16/07/2024;18/07/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Catarina Pinto;25;STCW A-II/1;NS Atlântico 136;cargueiro;0;m;5;80
539;42648,79;31/05/2025;02/06/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Carlos Ribeiro;46;Yachtmaster;SS Lusitania 182;graneleiro;0;h;9;90
540;21176,51;06/03/2024;16/03/2024;Génova;Itália;FigueiraDaFoz;Portugal;Henrique Ribeiro;58;STCW A-II/1;NS Sagres 924;container;11907;h;5423;54230
541;15238,79;28/09/2025;05/10/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Paulo Ribeiro;46;CoC Class 2;MV Neptuno 235;petroleiro;0;h;4;72
542;39905,5;20/10/2024;30/10/2024;Génova;Itália;FigueiraDaFoz;Portugal;Joana Pinto;59;Pilotage;MV Neptuno 138;ro-ro;1827;m;606;7272
543;27697,54;14/07/2025;21/07/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Sara Ferreira;45;CoC Class 1;NS Tejo 194;ro-ro;4727;m;2665;39975
544;11039,18;08/03/2024;22/03/2024;Vigo;Espanha;FigueiraDaFoz;Portugal;Artur Ribeiro;46;STCW A-II/1;MV Atlântico 671;ro-ro;5874;h;4833;53163
545;8919,37;31/07/2024;15/08/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Teresa Gonçalves;46;STCW A-II/1;NS Tejo 268;cargueiro;0;m;5;85
546;38828,61;15/01/2025;24/01/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Bárbara Gonçalves;52;Yachtmaster;NS Argonauta 424;petroleiro;0;m;5;55
547;23732,64;22/03/2025;24/03/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Carolina Gonçalves;49;Yachtmaster;NS Tejo 315;ro-ro;5979;m;5457;109140
548;23133,14;13/02/2024;14/02/2024;Cork;Irlanda;FigueiraDaFoz;Portugal;Rita Oliveira;59;Pilotage;SS Íris 802;container;16295;m;13623;149853
549;22612,54;13/01/2025;31/01/2025;Le Havre;França;FigueiraDaFoz;Portugal;Carlos Ribeiro;43;CoC Class 2;MV Caravela 399;petroleiro;0;h;9;90
550;5607,77;18/05/2025;30/05/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Pedro Nunes;34;Yachtmaster;MV Atlântida 270;graneleiro;0;h;8;80
551;14545,64;22/05/2025;31/05/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Sofia Teixeira;60;STCW A-II/1;NS Minho 729;graneleiro;0;m;3;45
552;27118,41;12/03/2024;21/03/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;André Nunes;39;CoC Class 2;SS Minho 200;container;2785;h;2187;43740
553;9135,68;07/07/2025;27/07/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Vítor Costa;30;Pilotage;MT Açor 671;container;12031;h;10980;153720
554;44962,13;21/01/2025;03/02/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Rui Jesus;27;CoC Class 2;NS Atlântico 601;petroleiro;0;h;6;84
555;30307,52;09/02/2024;15/02/2024;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Rui Ferreira;57;Yachtmaster;MT Guadiana 987;petroleiro;0;h;3;51
556;33060,34;03/06/2025;08/06/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Vítor Rodrigues;56;CoC Class 2;MV Tejo 180;graneleiro;0;h;6;96
557;40131,07;10/09/2025;15/09/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Henrique Ferreira;28;Yachtmaster;MT Lusitania 823;petroleiro;0;h;5;80
558;6764,56;31/12/2024;19/01/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Daniela Pinto;56;CoC Class 1;NS Gaivota 789;graneleiro;0;m;5;50
559;32098,89;16/01/2024;17/01/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Cláudia Lopes;45;Yachtmaster;NS Lusitania 265;container;17553;m;9854;197080
560;33150,57;16/09/2024;22/09/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Sara Martins;55;CoC Class 1;MT Nereida 718;graneleiro;0;m;8;120
561;5558,49;01/10/2025;06/10/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Hugo Ferreira;49;CoC Class 2;MV Caravela 488;petroleiro;0;h;9;99
562;11277,89;14/07/2024;03/08/2024;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Marta Pinto;58;CoC Class 1;SS Gaivota 755;cargueiro;0;m;4;76
563;43050,68;06/10/2025;09/10/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Ricardo Jesus;52;STCW A-II/2;SS Açor 857;cargueiro;0;h;4;52
564;49415,21;06/01/2025;12/01/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Beatriz Pereira;30;STCW A-II/1;NS Nereida 783;container;16799;m;11196;223920
565;18532,12;25/03/2025;09/04/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Filipe Gonçalves;33;Yachtmaster;NS Tejo 503;petroleiro;0;h;6;96
566;17425,19;13/08/2024;16/08/2024;Le Havre;França;FigueiraDaFoz;Portugal;Rita Martins;36;Yachtmaster;MV Neptuno 490;cargueiro;0;m;3;39
567;21585,82;03/10/2024;04/10/2024;Gdansk;Polónia;FigueiraDaFoz;Portugal;Gonçalo Gonçalves;45;CoC Class 2;NS Lusitania 716;cargueiro;0;h;7;70
568;37692,49;29/06/2025;08/07/2025;Antalya;Turquia;FigueiraDaFoz;Portugal;Raquel Silva;42;STCW A-II/1;NS Lusitania 334;cargueiro;0;m;9;108
569;37165,39;05/10/2024;21/10/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Carolina Carvalho;46;CoC Class 1;MT Gaivota 982;cargueiro;0;m;4;72
570;48976,14;11/09/2025;22/09/2025;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Joana Costa;54;CoC Class 2;SS Neptuno 718;graneleiro;0;m;9;135
571;6210,84;15/10/2024;04/11/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Rita Jesus;40;CoC Class 2;SS Açor 834;cargueiro;0;m;8;96
572;34401,8;27/04/2025;05/05/2025;Valencia;Espanha;FigueiraDaFoz;Portugal;Sara Carvalho;52;CoC Class 2;SS Sagres 820;graneleiro;0;m;3;57
573;12131,8;29/03/2025;07/04/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Ana Costa;44;CoC Class 2;SS Mondego 805;graneleiro;0;m;8;120
574;26120,08;01/10/2025;04/10/2025;Génova;Itália;FigueiraDaFoz;Portugal;Patrícia Carvalho;28;Yachtmaster;NS Lusitania 708;container;941;m;714;14280
575;12405,39;22/05/2024;25/05/2024;Le Havre;França;FigueiraDaFoz;Portugal;Carlos Jesus;38;CoC Class 2;NS Mondego 267;container;17343;h;6442;103072
576;45043,52;27/01/2025;30/01/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Daniela Carvalho;37;CoC Class 1;MV Neptuno 125;petroleiro;0;m;4;56
577;9284,97;24/04/2024;25/04/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Artur Pinto;30;Pilotage;SS Minho 364;ro-ro;2554;h;1773;35460
578;43363,62;19/12/2024;02/01/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Cláudia Ferreira;62;CoC Class 2;MT Íris 647;ro-ro;241;m;158;2686
579;24474,43;30/06/2025;19/07/2025;Barcelona;Espanha;FigueiraDaFoz;Portugal;Bruno Marques;54;Pilotage;NS Atlântida 82;ro-ro;4017;h;3726;59616
580;2331,58;07/10/2024;15/10/2024;Le Havre;França;FigueiraDaFoz;Portugal;Sara Fernandes;48;CoC Class 1;MT Atlântico 278;petroleiro;0;m;3;45
581;48666,04;05/09/2025;21/09/2025;Sines;Portugal;FigueiraDaFoz;Portugal;Bárbara Ribeiro;43;CoC Class 2;SS Caravela 875;graneleiro;0;m;4;40
582;49108,14;01/03/2025;20/03/2025;Vigo;Espanha;FigueiraDaFoz;Portugal;Ricardo Jesus;33;Pilotage;SS Caravela 407;container;5575;h;3702;59232
583;23042,27;03/03/2024;12/03/2024;Valencia;Espanha;FigueiraDaFoz;Portugal;Rui Nunes;43;Yachtmaster;MV Atlântico 537;container;19874;h;13166;144826
584;12852,8;29/04/2024;05/05/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Luís Teixeira;60;STCW A-II/2;NS Minho 235;container;11204;h;5680;85200
585;30319,52;15/11/2024;16/11/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Cláudia Oliveira;49;STCW A-II/2;SS Nereida 36;ro-ro;5873;m;3072;36864
586;4160,07;29/11/2024;08/12/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Gabriela Lopes;28;Yachtmaster;NS Sagres 993;petroleiro;0;m;6;90
587;49462,39;28/05/2025;06/06/2025;Gdansk;Polónia;FigueiraDaFoz;Portugal;Artur Teixeira;46;CoC Class 2;NS Minho 931;ro-ro;4108;h;2155;43100
588;42069,46;11/09/2024;27/09/2024;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Daniela Martins;53;STCW A-II/1;MT Guadiana 423;graneleiro;0;m;6;60
589;49776,44;07/03/2025;19/03/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Hugo Silva;59;STCW A-II/1;SS Guadiana 294;ro-ro;878;h;358;5012
590;30349,95;15/07/2025;20/07/2025;Génova;Itália;FigueiraDaFoz;Portugal;Filipe Nunes;44;CoC Class 1;NS Minho 612;container;12632;h;6882;123876
591;43559,02;19/07/2024;28/07/2024;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Henrique Gonçalves;28;STCW A-II/2;NS Atlântico 256;graneleiro;0;h;8;144
592;22090,94;26/04/2025;27/04/2025;Le Havre;França;FigueiraDaFoz;Portugal;Rita Martins;32;CoC Class 1;NS Açor 530;container;842;m;722;8664
593;30494,25;27/11/2024;09/12/2024;Felixstowe;Reino Unido;FigueiraDaFoz;Portugal;Mariana Carvalho;39;CoC Class 1;SS Atlântida 187;graneleiro;0;m;3;54
594;9358,51;26/01/2024;15/02/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Inês Lopes;53;Yachtmaster;MT Gaivota 193;graneleiro;0;m;3;36
595;12634,24;16/06/2025;05/07/2025;Casablanca;Marrocos;FigueiraDaFoz;Portugal;Pedro Santos;62;Yachtmaster;SS Lusitania 289;container;12966;h;10196;112156
596;48567,54;30/03/2025;03/04/2025;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Manuel Silva;46;STCW A-II/2;SS Nereida 506;container;16800;h;6306;126120
597;30431,9;06/05/2025;08/05/2025;Rotterdam;Países Baixos;FigueiraDaFoz;Portugal;Teresa Sousa;48;CoC Class 2;NS Poseidon 339;petroleiro;0;m;9;162
598;20941,62;26/12/2024;27/12/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;Miguel Jesus;32;CoC Class 2;NS Caravela 197;container;9802;h;7420;89040
599;2948,53;01/08/2024;19/08/2024;Hamburgo;Alemanha;FigueiraDaFoz;Portugal;Ana Pereira;41;Pilotage;NS Íris 254;cargueiro;0;m;8;112
600;14563,9;18/09/2024;26/09/2024;Huelva;Espanha;FigueiraDaFoz;Portugal;Manuel Pereira;43;Yachtmaster;NS Atlântico 698;cargueiro;0;h;9;90
601;24017,44;24/03/2025;06/04/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Carolina Santos;59;Pilotage;MV Tejo 493;ro-ro;5643;m;5351;107020
602;11142,64;07/03/2025;20/03/2025;Tânger-Med;Marrocos;FigueiraDaFoz;Portugal;Diogo Santos;44;Pilotage;MV Açor 649;cargueiro;0;h;5;70
603;42352,31;14/10/2025;20/10/2025;Algeciras;Espanha;FigueiraDaFoz;Portugal;Ana Costa;32;CoC Class 1;MV Atlântico 809;ro-ro;4750;m;1842;27630
604;22488,39;24/08/2025;31/08/2025;Antuérpia;Bélgica;FigueiraDaFoz;Portugal;Miguel Pinto;45;Pilotage;SS Guadiana 790;graneleiro;0;h;8;144
605;5267,55;13/11/2024;23/11/2024;Cádiz;Espanha;FigueiraDaFoz;Portugal;André Nunes;33;STCW A-II/1;MT Poseidon 62;ro-ro;5563;h;3610;64980
606;27048,37;06/07/2025;23/07/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Henrique Pereira;48;STCW A-II/2;SS Mondego 572;graneleiro;0;h;9;126
607;34095,59;24/07/2025;31/07/2025;Nova Iorque;Estados Unidos;FigueiraDaFoz;Portugal;Marta Silva;37;Pilotage;MT Sagres 257;graneleiro;0;m;6;102
608;46541,91;08/05/2025;27/05/2025;Huelva;Espanha;FigueiraDaFoz;Portugal;Cláudia Carvalho;35;CoC Class 1;NS Argonauta 581;ro-ro;1456;m;904;14464
609;44230,67;10/07/2025;11/07/2025;Le Havre;França;FigueiraDaFoz;Portugal;Raquel Lopes;43;CoC Class 1;SS Atlântida 544;ro-ro;3503;m;1455;18915
610;41365,73;18/04/2024;30/04/2024;Barcelona;Espanha;FigueiraDaFoz;Portugal;Mariana Jesus;57;Yachtmaster;NS Nereida 795;petroleiro;0;m;6;72
